SIREN;NIC;SIRET;Statut de diffusion de l'établissement;Date de création de l'établissement;Tranche de l'effectif de l'établissement;Tranche de l'effectif de l'établissement triable;Année de la tranche d'effectif de l'établissement;Activité principale de l'établissement;Date de la dernière mise à jour de l'établissement;Etablissement siège;Nombre de periodes de l'établissement;Complément d'adresse de l'établissement;Numéro de voie de l'établissement;Indice de répétition de l'établissement;Type de voie de l'établissement;Libellé de la voie de l'établissement;Code postal de l'établissement;Commune de l'établissement;Libellé de la commune de l'établissement à l'étranger;Distribution spéciale de l'établissement;Code commune de l'établissement;Code cedex de l'établissement;Libellé cedex de l'établissement;Code du pays de l'établissement étranger;Libellé du pays de l'établissement étranger;Complément d'adresse de l'établissement 2;Numero de voie de l'établissement 2;Indice de répétition de l'établissement 2;Type de voie de l'établissement 2;Libellé de la voie de l'établissement 2;Code postal de l'établissement 2;Libellé de la commune de l'établissement 2;Libellé de la commune de l'établissement étranger 2;Distribution spéciale de l'établissement 2;Code de la commune de l'établissement 2;Code cedex de l'établissement 2;Libellé cedex de l'établissement 2;Code pays de l'établissement;Libellé du pays de l'établissement étranger;Date du début de la période de l'établissement;Etat administratif de l'établissement;Enseigne de l'établissement 1;Enseigne de l'établissement 2;Enseigne de l'établissement 3;Dénomination usuelle de l'établissement;Activité principale de l'établissement;Nomenclature principale de l'établissement;Caractère employeur de l'établissement;Statut de diffusion de l'unité légale;Unité légale purgée;Date de création de l'unité légale;Sigle de l'unité légale;Civilité de la personne physique;Prénom de la personne physique 1;Prénom de la personne physique 2;Prénom de la personne physique 3;Prénom de la personne physique 4;Prénom usuel de la personne physique;Pseudonyme de la personne physique;Identifiant association de l'unité légale;Tranche de l'effectif de l'unité légale;Tranche de l'effectif de l'unité légale triable;Année de la tranche de l'effectif de l'unité légale;Date du dernier traitement de l'unité légale;Nombre de périodes de l'unité légale;Catégorie de l'entreprise;Année de la catégorie de l'entreprise;Date de début de l'unité légale;Etat administratif de l'unité légale;Nom de la personne physique;Nom d'usage de la personne physique;Dénomination de l'unité légale;Dénomination usuelle de l'unité légale 1;Dénomination usuelle de l'unité légale 2;Dénomination usuelle de l'unité légale 3;Catégorie juridique de l'unité légale;Activité principale de l'unité légale;Nomenclature de l'activité principale de l'unité légale;NIC du siège de l'unité légale;Economie sociale et solidaire unité légale;Société à mission unité légale;Caractère employeur de l'unité légale;Code EPCI de l'établissement;Libellé de l'EPCI de l'établissement;Code de l'arrondissement de l'établissement;Code du département de l'établissement;Département de l'établissement;Code de la région de l'établissement;Région de l'établissement;Section de l'établissement;Sous-section de l'établissement;Division de l'établissement;Groupe de l'établissement;Classe de l'établissement;Section de l'unité légale;Sous-section de l'unité légale;Division de l'unité légale;Groupe de l'unité légale;Classe de l'unité légale;Nature juridique de l'unité légale;Première ligne de l'adressage;Adresse de l'établissement;SIRET du siège de l'unité légale;Date de fermeture de l'établissement;Date de fermeture de l'unité légale;Géolocalisation de l'établissement
488369927;00030;48836992700030;O;2015-07-20;3 à 5 salariés;2;2020;;2022-08-29T06:20:22-03:00;non;1;;228;;Avenue;ALFRED MOTTE;59100;ROUBAIX;;;59512;;;;;;;;;;;;;;;;;;;2015-07-20;Actif;MCS;;;GALORE;47.71Z;NAFRev2;Oui;O;;2006-01-20;;;;;;;;;;3 à 5 salariés;2;2020;2022-08-29T06:20:22-03:00;5;PME;2020;2015-09-21;Active;;;GALORE;;;;5499;47.71Z;NAFRev2;00048;N;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail d'habillement en magasin spécialisé;Commerce de détail d'habillement en magasin spécialisé;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Commerce de détail d'habillement en magasin spécialisé;Commerce de détail d'habillement en magasin spécialisé;Société à responsabilité limitée (sans autre indication);;228 Avenue ALFRED MOTTE;48836992700048;;;50.675448, 3.196106
804231819;00017;80423181900017;O;2014-07-10;;;;;2019-02-20T08:42:47-03:00;non;2;;;;Rue;DES BRIGITTINES;59800;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2014-09-23;Fermé;;;;;86.90E;NAFRev2;Non;O;;2014-07-10;;Masculin;DAVID;;;;DAVID;;;;;;2023-01-20T10:48:22-03:00;4;PME;2020;2022-01-01;Active;GRANPERA;;;;;;1000;86.90E;NAFRev2;00041;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;Entrepreneur individuel;Monsieur DAVID GRANPERA;Rue DES BRIGITTINES;80423181900041;2014-09-23;;50.633141, 3.069313
465500890;00012;46550089000012;O;1900-01-01;;;;;2019-02-20T08:42:47-03:00;oui;4;;45;;Rue;SOLFERINO;59800;LILLE;;;59350;;;;;;;;;;;;;;;;;;;1994-12-25;Fermé;;;;;71.1Z;NAF1993;Non;O;;1965-12-25;VIT;;;;;;;;;;;;;4;;;1994-12-25;Active;;;LA VOITURE INDUSTRIE TOURISME;GELOC;;;5599;71.1Z;NAF1993;00012;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Immobilier, location et services aux entreprises;Immobilier, location et services aux entreprises;Location sans opérateur;Location de véhicules automobiles;Location de véhicules automobiles;Immobilier, location et services aux entreprises;Immobilier, location et services aux entreprises;Location sans opérateur;Location de véhicules automobiles;Location de véhicules automobiles;SA à conseil d'administration (s.a.i.);;45 Rue SOLFERINO;46550089000012;;;50.633449, 3.087773
811136589;00017;81113658900017;O;2015-05-01;;;;;2015-06-18T05:24:40-03:00;oui;1;;10;;Rue;ACHILLE TESTELIN;59200;TOURCOING;;;59599;;;;;;;;;;;;;;;;;;;2015-05-01;Actif;;;;HM NAVETTES;45.11Z;NAFRev2;Oui;O;;2015-05-01;;;;;;;;;;;;;2017-05-20T01:47:06-03:00;1;PME;2020;2015-05-01;Active;;;HM NAVETTES;;;;5710;45.11Z;NAFRev2;00017;;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Commerce de véhicules automobiles;Commerce de voitures et de véhicules automobiles légers;Commerce de voitures et de véhicules automobiles légers;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Commerce de véhicules automobiles;Commerce de voitures et de véhicules automobiles légers;Commerce de voitures et de véhicules automobiles légers;SAS, société par actions simplifiée;;10 Rue ACHILLE TESTELIN;81113658900017;;;50.73238, 3.181124
839010071;00026;83901007100026;O;2018-09-01;;;;;2021-05-18T10:28:44-03:00;non;2;;;;;PARC LES MOULINS DE LA LYS;59116;HOUPLINES;;;59317;;;;;;;;;;;;;;;;;;;2021-04-15;Fermé;;;;;64.20Z;NAFRev2;Non;O;;2018-03-01;;;;;;;;;;;;;2021-05-18T10:28:44-03:00;3;PME;2020;2021-04-15;Active;;;SC GROUPE ROSSEL;;;;6599;64.20Z;NAFRev2;00034;N;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités financières et d'assurance;Activités des services financiers, hors assurance et caisses de retraite;Activités des sociétés holding;Activités des sociétés holding;Activités des sociétés holding;Activités financières et d'assurance;Activités des services financiers, hors assurance et caisses de retraite;Activités des sociétés holding;Activités des sociétés holding;Activités des sociétés holding;Autre société civile;;PARC LES MOULINS DE LA LYS;83901007100034;2021-04-15;;50.68585, 2.898188
377576533;00063;37757653300063;O;2011-09-01;Etablissement non employeur;-1;;;2021-02-23T08:06:24-03:00;oui;1;SDF COMMUNE DE RATTACHEMENT;17;;;GRD PLACE;59100;ROUBAIX;;;59512;;;;;;;;;;;;;;;;;;;2011-09-01;Actif;;;;;47.89Z;NAFRev2;Non;O;;1990-04-02;;Masculin;BERTRAND;;;;BERTRAND;;;Etablissement non employeur;-1;;2020-08-25T07:14:37-03:00;8;PME;2020;2011-09-01;Active;BOURLEZ;;;;;;1000;47.89Z;NAFRev2;00063;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail sur éventaires et marchés;Autres commerces de détail sur éventaires et marchés;Autres commerces de détail sur éventaires et marchés;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail sur éventaires et marchés;Autres commerces de détail sur éventaires et marchés;Autres commerces de détail sur éventaires et marchés;Entrepreneur individuel;Monsieur BERTRAND BOURLEZ;17  GRD PLACE;37757653300063;;;50.695481, 3.180741
309319416;00017;30931941600017;O;1900-01-01;Etablissement non employeur;-1;;;2008-01-05T17:19:04-02:00;oui;3;;;;Lieu dit;LES PRES;59152;GRUSON;;;59275;;;;;;;;;;;;;;;;;;;2008-01-01;Actif;;;;;68.20B;NAFRev2;Non;O;;1900-01-01;;;;;;;;;;Etablissement non employeur;-1;;2011-12-01T21:36:33-03:00;3;;;2008-01-01;Active;;;SCI LES PRES;;;;6540;68.20B;NAFRev2;00017;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Activités immobilières;Activités immobilières;Location et exploitation de biens immobiliers propres ou loués;Location et exploitation de biens immobiliers propres ou loués;Location de terrains et d'autres biens immobiliers;Société civile immobilière;;Lieu dit LES PRES;30931941600017;;;50.598215, 3.203151
514021559;00018;51402155900018;O;2009-07-29;;;;;2023-01-26T12:41:18-03:00;oui;1;;555;;Avenue;DE DUNKERQUE-LILLE;59000;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2009-07-29;Fermé;;;;;62.09Z;NAFRev2;Non;O;;2009-07-29;;Féminin;HALLOUMA;;;;HALLOUMA;;;;;;2012-11-09T22:08:07-03:00;1;;;2009-07-29;Cessée;GHRAIRI;;;;;;1000;62.09Z;NAFRev2;00018;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Information et communication;Programmation, conseil et autres activités informatiques;Programmation, conseil et autres activités informatiques;Autres activités informatiques;Autres activités informatiques;Information et communication;Programmation, conseil et autres activités informatiques;Programmation, conseil et autres activités informatiques;Autres activités informatiques;Autres activités informatiques;Entrepreneur individuel;Madame HALLOUMA GHRAIRI;555 Avenue DE DUNKERQUE-LILLE;51402155900018;;;50.635626, 3.027979
793689720;00019;79368972000019;O;2013-07-01;;;;;2019-02-20T08:42:47-03:00;oui;1;;59;;Rue;BERANGER;59000;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2013-07-01;Actif;;;;;86.90F;NAFRev2;Non;O;;2013-07-01;;Féminin;ANNICK;;;;ANNICK;;;;;;2017-05-19T23:54:07-03:00;1;PME;2020;2013-07-01;Active;DERYCKE;;;;;;1000;86.90F;NAFRev2;00019;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Activités de santé humaine non classées ailleurs;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Activités de santé humaine non classées ailleurs;Entrepreneur individuel;Madame ANNICK DERYCKE;59 Rue BERANGER;79368972000019;;;50.621817, 3.036653
842685737;00012;84268573700012;O;2018-07-31;;;;;2019-11-21T05:56:48-03:00;oui;1;;19;;Rue;DU GRAND PAVOIS;59700;MARCQ-EN-BAROEUL;;;59378;;;;;;;;;;;;;;;;;;;2018-07-31;Actif;;;;;93.12Z;NAFRev2;Non;O;;2018-07-31;;;;;;;;;W595031303;;;;2018-09-28T10:48:55-03:00;1;;;2018-07-31;Active;;;GASY SPORT LILLE (GS LILLE);;;;9220;93.12Z;NAFRev2;00012;O;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités liées au sport;Activités de clubs de sports;Activités de clubs de sports;Arts, spectacles et activités récréatives;Activités sportives, récréatives et de loisirs;Activités liées au sport;Activités de clubs de sports;Activités de clubs de sports;Association déclarée;;19 Rue DU GRAND PAVOIS;84268573700012;;;50.672577, 3.086446
890065659;00025;89006565900025;O;2022-04-01;;;;;2023-03-16T05:24:03-03:00;non;2;ZA DU DRONCKAERT;;;Allée;DES TROIS LIONS;59223;RONCQ;;;59508;;;;;;;;;;;;;;;;;;;2023-02-01;Fermé;;;;;47.52A;NAFRev2;Non;O;;2020-10-09;;;;;;;;;;;;;2023-03-16T05:24:03-03:00;5;PME;2020;2023-02-01;Active;;;LA BROCANTE DE LOUIS;;;;5499;47.52A;NAFRev2;00033;N;N;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'autres équipements du foyer en magasin spécialisé;Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé;Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²);"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail d'autres équipements du foyer en magasin spécialisé;Commerce de détail de quincaillerie, peintures et verres en magasin spécialisé;Commerce de détail de quincaillerie, peintures et verres en petites surfaces (moins de 400 m²);Société à responsabilité limitée (sans autre indication);;Allée DES TROIS LIONS;89006565900033;2023-02-01;;50.744221, 3.133869
842166076;00013;84216607600013;O;2018-09-06;;;;;2019-10-11T07:36:07-03:00;oui;1;;13;;Rue;CHARLES QUINT;59800;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2018-09-06;Actif;;;;;53.20Z;NAFRev2;Non;O;;2018-09-06;;Masculin;THOMAS;;;;THOMAS;;;;;;2019-10-11T07:36:07-03:00;1;PME;2020;2018-09-06;Active;DEWASTE;;;;;;1000;53.20Z;NAFRev2;00013;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Transports et entreposage;Activités de poste et de courrier;Autres activités de poste et de courrier;Autres activités de poste et de courrier;Autres activités de poste et de courrier;Transports et entreposage;Activités de poste et de courrier;Autres activités de poste et de courrier;Autres activités de poste et de courrier;Autres activités de poste et de courrier;Entrepreneur individuel;Monsieur THOMAS DEWASTE;13 Rue CHARLES QUINT;84216607600013;;;50.628728, 3.049801
529969552;00023;52996955200023;O;2011-06-01;Etablissement non employeur;-1;;;2021-02-23T12:48:01-03:00;oui;2;;199;;Rue;SADI CARNOT;59350;SAINT-ANDRE-LEZ-LILLE;;;59527;;;;;;;;;;;;;;;;;;;2012-11-01;Actif;;;;;45.20A;NAFRev2;Oui;O;;2011-01-17;;;;;;;;;;Etablissement non employeur;-1;;2017-05-19T23:47:33-03:00;3;PME;2020;2012-11-01;Active;;;CARSLUXE;;;;5499;45.20A;NAFRev2;00023;;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Entretien et réparation de véhicules automobiles;Entretien et réparation de véhicules automobiles;Entretien et réparation de véhicules automobiles légers;"Commerce ; réparation d'automobiles et de motocycles";Commerce et réparation d'automobiles et de motocycles;Entretien et réparation de véhicules automobiles;Entretien et réparation de véhicules automobiles;Entretien et réparation de véhicules automobiles légers;Société à responsabilité limitée (sans autre indication);;199 Rue SADI CARNOT;52996955200023;;;50.664369, 3.058658
832274682;00018;83227468200018;O;2017-10-01;1 ou 2 salariés;1;2020;;2023-05-26T05:39:32-03:00;oui;3;;11;;Rue;DE LA FETERIE;59320;RADINGHEM-EN-WEPPES;;;59487;;;;;;;;;;;;;;;;;;;2023-05-01;Actif;LA WEPPICERIE;;;;47.11B;NAFRev2;Non;O;;2017-10-01;;Féminin;LAURE;;;;LAURE;;;1 ou 2 salariés;1;2020;2023-05-26T05:39:32-03:00;3;PME;2020;2023-05-01;Active;BOUCHER;;;;;;1000;47.11B;NAFRev2;00018;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Commerce de détail en magasin non spécialisé à prédominance alimentaire;Commerce d'alimentation générale;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail en magasin non spécialisé;Commerce de détail en magasin non spécialisé à prédominance alimentaire;Commerce d'alimentation générale;Entrepreneur individuel;Madame LAURE BOUCHER;11 Rue DE LA FETERIE;83227468200018;;;50.621527, 2.900892
878104819;00015;87810481900015;P;2019-10-14;;;;;2022-03-11T06:48:36-03:00;non;2;[ND];[ND];[ND];[ND];[ND];[ND];LILLE;;[ND];59350;[ND];[ND];;;[ND];;[ND];[ND];[ND];[ND];;;[ND];;[ND];[ND];;;2022-02-09;Fermé;[ND];[ND];[ND];[ND];18.13Z;NAFRev2;Non;P;;2019-10-14;[ND];;[ND];[ND];[ND];[ND];[ND];[ND];;;;;2022-04-02T10:40:26-03:00;2;PME;2020;2022-02-09;Active;[ND];[ND];[ND];[ND];[ND];[ND];1000;18.13Z;NAFRev2;00023;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Industrie manufacturière;Imprimerie et reproduction d'enregistrements;Imprimerie et services annexes;Activités de pré-presse;Activités de pré-presse;Industrie manufacturière;Imprimerie et reproduction d'enregistrements;Imprimerie et services annexes;Activités de pré-presse;Activités de pré-presse;Entrepreneur individuel;;[ND] [ND] [ND] [ND];87810481900023;2022-02-09;;50.631855028, 3.046986424
432779882;00054;43277988200054;O;2002-08-01;Etablissement non employeur;-1;;;;non;3;;1;A;Avenue;DE ROBERSART;59118;WAMBRECHIES;;;59636;;;;;;;;;;;;;;;;;;;2002-12-25;Fermé;;;;;85.1G;NAF1993;Non;O;;2000-04-10;;Féminin;ADELINE;;;;ADELINE;;;Etablissement non employeur;-1;;2017-11-02T10:19:56-03:00;9;PME;2020;2017-10-01;Active;DOREMUS;;;;;;1000;86.90E;NAFRev2;00104;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Santé et action sociale;Santé et action sociale;Santé et action sociale;Activités pour la santé humaine;Activités des auxiliaires médicaux;Santé humaine et action sociale;Activités pour la santé humaine;Autres activités pour la santé humaine;Autres activités pour la santé humaine;Activités des professionnels de la rééducation, de l'appareillage et des pédicures-podologues;Entrepreneur individuel;Madame ADELINE DOREMUS;1 A Avenue DE ROBERSART;43277988200104;;;50.687131, 3.053697
504619628;00010;50461962800010;O;2008-06-01;;;;;2019-02-20T08:42:47-03:00;oui;2;;189;;Avenue;DU PARC MONCEAU;59800;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2009-02-17;Fermé;;;;;47.78C;NAFRev2;Non;O;;2008-06-01;;;;;;;;;;;;;2020-07-10T09:11:02-03:00;1;;;2008-06-01;Active;;;LILUSION'S;LILUSION'S;;;5499;47.78C;NAFRev2;00010;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Autre commerce de détail de biens neufs en magasin spécialisé;Autres commerces de détail spécialisés divers;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Autres commerces de détail en magasin spécialisé;Autre commerce de détail de biens neufs en magasin spécialisé;Autres commerces de détail spécialisés divers;Société à responsabilité limitée (sans autre indication);;189 Avenue DU PARC MONCEAU;50461962800010;2009-02-17;;50.648831, 3.082308
850552282;00012;85055228200012;O;2019-05-02;;;;4321AB;2019-05-07T04:27:37-03:00;oui;1;;4;;Rue;DES ECOLES;59420;MOUVAUX;;;59421;;;;;;;;;;;;;;;;;;;2019-05-02;Actif;;;;;43.21A;NAFRev2;Non;O;;2019-05-02;;;;;;;;;;;;;2019-05-07T04:27:37-03:00;1;PME;2020;2019-05-02;Active;;;OCB;;;;5499;43.21A;NAFRev2;00012;N;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Construction;Travaux de construction spécialisés;Travaux d'installation électrique, plomberie et autres travaux d'installation;Installation électrique;Travaux d'installation électrique dans tous locaux;Construction;Travaux de construction spécialisés;Travaux d'installation électrique, plomberie et autres travaux d'installation;Installation électrique;Travaux d'installation électrique dans tous locaux;Société à responsabilité limitée (sans autre indication);;4 Rue DES ECOLES;85055228200012;;;50.700206, 3.137515
910235423;00019;91023542300019;O;2021-11-22;;;;1392ZA;2022-02-15T06:37:07-03:00;oui;1;;67;;Rue;ABBE BONPAIN;59117;WERVICQ-SUD;;;59656;;;;;;;;;;;;;;;;;;;2021-11-22;Actif;;;;LA VIE DES FILS;13.92Z;NAFRev2;Non;O;;2021-11-22;;Féminin;FERNANDA;;;;FERNANDA;;;;;;2022-02-15T06:37:07-03:00;1;;;2021-11-22;Active;FERREIRA BARBOSA;;;;;;1000;13.92Z;NAFRev2;00019;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Industrie manufacturière;Fabrication de textiles;Fabrication d'autres textiles;Fabrication d'articles textiles, sauf habillement;Fabrication d'articles textiles, sauf habillement;Industrie manufacturière;Fabrication de textiles;Fabrication d'autres textiles;Fabrication d'articles textiles, sauf habillement;Fabrication d'articles textiles, sauf habillement;Entrepreneur individuel;Madame FERNANDA FERREIRA BARBOSA;67 Rue ABBE BONPAIN;91023542300019;;;50.770389, 3.038528
529447336;00015;52944733600015;O;2011-01-05;;;;;2012-11-09T23:49:49-03:00;oui;1;;38;;Rue;DE LA CONCORDE;59110;LA MADELEINE;;;59368;;;;;;;;;;;;;;;;;;;2011-01-05;Actif;;;;;47.91A;NAFRev2;Non;O;;2011-01-05;;Masculin;MARC-ANTOINE;;;;MARC-ANTOINE;;;;;;2017-05-19T23:40:49-03:00;1;PME;2020;2011-01-05;Active;PAPEGHIN;;;;;;1000;47.91A;NAFRev2;00015;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail hors magasin, éventaires ou marchés;Vente à distance;Vente à distance sur catalogue général;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail hors magasin, éventaires ou marchés;Vente à distance;Vente à distance sur catalogue général;Entrepreneur individuel;Monsieur MARC-ANTOINE PAPEGHIN;38 Rue DE LA CONCORDE;52944733600015;;;50.658537, 3.075439
487722829;00040;48772282900040;O;2022-04-01;;;;;2022-04-18T05:34:53-03:00;non;1;;79;;Rue;DU GRAND CHEMIN;59100;ROUBAIX;;;59512;;;;;;;;;;;;;;;;;;;2022-04-01;Actif;;;;;73.11Z;NAFRev2;Oui;O;;2005-12-16;;;;;;;;;;6 à 9 salariés;3;2020;2023-02-03T00:33:38-03:00;7;PME;2020;2022-01-03;Active;;;CITEASEN;;;;5499;73.11Z;NAFRev2;00032;N;N;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités spécialisées, scientifiques et techniques;Publicité et études de marché;Publicité;Activités des agences de publicité;Activités des agences de publicité;Activités spécialisées, scientifiques et techniques;Publicité et études de marché;Publicité;Activités des agences de publicité;Activités des agences de publicité;Société à responsabilité limitée (sans autre indication);;79 Rue DU GRAND CHEMIN;48772282900032;;;50.69204, 3.163738
453637969;00016;45363796900016;O;2004-05-07;Etablissement non employeur;-1;;;2019-02-20T08:42:47-03:00;non;3;CENTRE FREDERIC KUHLMANN E;;;Avenue;WILLY BRANDT;59777;LILLE;;59777;59350;;;;;;;;;;;;;;;;;;;2005-07-05;Fermé;;;;;74.1J;NAFRev1;Non;O;;2004-05-07;;Masculin;AMBROISE;;;;AMBROISE;;;Etablissement non employeur;-1;;2017-05-20T05:16:40-03:00;4;PME;2020;2010-05-01;Active;RECHT;;;;;;1000;70.22Z;NAFRev2;00024;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Immobilier, location et services aux entreprises;Immobilier, location et services aux entreprises;Services fournis principalement aux entreprises;Activités juridiques, comptables et de conseil de gestion;Administration d'entreprises;Activités spécialisées, scientifiques et techniques;"Activités des sièges sociaux ; conseil de gestion";Conseil de gestion;Conseil pour les affaires et autres conseils de gestion;Conseil pour les affaires et autres conseils de gestion;Entrepreneur individuel;Monsieur AMBROISE RECHT;Avenue WILLY BRANDT;45363796900024;2005-07-05;;50.635785, 3.077564
829844299;00026;82984429900026;O;2017-02-06;3 à 5 salariés;2;2020;;2022-08-29T07:18:33-03:00;non;2;;26;;;QUAI DE LA MARINE;59890;DEULEMONT;;;59173;;;;;;;;;;;;;;;;;;;2017-10-09;Actif;;;;FLUVIALYS;47.64Z;NAFRev2;Oui;O;;2017-02-06;;;;;;;;;;3 à 5 salariés;2;2020;2022-08-29T07:18:32-03:00;2;PME;2020;2017-10-09;Active;;;FLUVIALYS SPRL;;;;3120;47.64Z;NAFRev2;00018;;;Oui;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail de biens culturels et de loisirs en magasin spécialisé;Commerce de détail d'articles de sport en magasin spécialisé;Commerce de détail d'articles de sport en magasin spécialisé;"Commerce ; réparation d'automobiles et de motocycles";Commerce de détail, à l'exception des automobiles et des motocycles;Commerce de détail de biens culturels et de loisirs en magasin spécialisé;Commerce de détail d'articles de sport en magasin spécialisé;Commerce de détail d'articles de sport en magasin spécialisé;Société commerciale étrangère immatriculée au RCS;;26  QUAI DE LA MARINE;82984429900018;;;50.723125, 2.950658
511977050;00034;51197705000034;O;2013-04-01;Etablissement non employeur;-1;;;2020-08-07T07:17:55-03:00;non;2;;32;;Rue;FABRE D EGLANTINE;59000;LILLE;;;59350;;;;;;;;;;;;;;;;;;;2014-03-05;Fermé;;;;;71.12B;NAFRev2;Oui;O;;2009-05-01;;Masculin;HAMID;;;;HAMID;;;Etablissement non employeur;-1;;2020-11-17T10:19:29-03:00;4;PME;2020;2020-04-30;Active;MOKEDDEM;;;;;;1000;62.02A;NAFRev2;00042;;;Non;200093201;Métropole Européenne de Lille;595;59;Nord;32;Hauts-de-France;Activités spécialisées, scientifiques et techniques;"Activités d'architecture et d'ingénierie ; activités de contrôle et analyses techniques";Activités d'architecture et d'ingénierie;Activités d'ingénierie;Ingénierie, études techniques;Information et communication;Programmation, conseil et autres activités informatiques;Programmation, conseil et autres activités informatiques;Conseil informatique;Conseil en systèmes et logiciels informatiques;Entrepreneur individuel;Monsieur HAMID MOKEDDEM;32 Rue FABRE D EGLANTINE;51197705000042;2014-03-05;;50.613992, 3.04436
